ID,Name,Industry,Inception,Employees,State,City,Revenue,Expenses,Profit,Growth
1,Over-Hex,Software,-1.364590733032486,-0.6757466488386097,TN,Franklin,-0.38943728991347576,-1.5050743984363164,0.5078000013764932,0.6322863168744074
2,Unimattax,IT Services,-0.3933315640478782,-0.54410871375086,PA,Newtown Square,0.9854189336333701,-1.6596745593513678,1.7190430998110504,0.7784204073430996
3,Greenfax,Retail,0.5779276049367296,-0.639845393814678,SC,Greenville,-0.3698412178946051,-1.545929276954039,0.5462977576266431,0.19388404546833074
4,Blacklane,IT Services,0.25417454860852695,-0.1850961635115427,CA,Orange,1.411592955899335,0.1518887294805837,1.0729643269297011,0.6322863168744074
5,Yearflex,Software,0.9016806612649321,-0.4364049486790648,WI,Madison,-0.7438191370184284,0.03027441649982961,-0.6259840099012233,0.6322863168744074
6,Indigoplanet,IT Services,0.9016806612649321,-0.25689867355940615,NJ,Manalapan,0.6010537792499206,0.1492701364561,0.41039212416221155,1.070688588280484
7,Treslam,Financial Services,-0.3933315640478782,0.41325808688731946,MO,Clayton,-1.7531988582552738,-1.0330915815504969,-0.868713052050477,0.34001813593702296
8,Rednimdox,Construction,0.9016806612649321,-0.10132656845570201,NY,Woodside,-0.5892121747069728,0.09666022205510853,-0.5357967694572473,-0.6829204973438225
9,Lamtone,IT Services,-0.3933315640478782,-0.3167340985992924,CA,San Ramon,0.2683112386226206,1.0277458614003379,-0.3448014109923478,2.239761312030022
10,Stripfind,Financial Services,-0.06957850771967565,-0.6757466488386097,FL,Boca Raton,0.4499594790990426,-1.6064697468061913,1.2511545729945457,0.7784204073430996
11,Canecorporation,Health,0.5779276049367296,-0.9031212639901773,NY,New York,-0.09984197065000283,1.5524696879822477,-0.9346651918437794,-1.1213227687498992
12,Mattouch,IT Services,0.9016806612649321,-0.9031212639901773,WA,Bellevue,0.9887167356310717,1.4758892118431255,-0.0008243358929123186,1.655224950155253
13,Techdrill,Health,-0.3933315640478782,-0.8672200089662456,MS,Flowood,-0.10714753355877898,1.4787221953682583,-0.9001357698520616,-0.9751886782812069
14,Techline,IT Services,-1.364590733032486,-0.19706324851951995,CA,San Ramon,0.9478345910507684,0.5487217600362482,0.4750375190178949,1.2168226787491763
17,Ganzlax,IT Services,0.25417454860852695,-0.07739239843974752,NJ,Iselin,0.9805431630539562,-1.0463355192329753,1.3781017497199,0.48615222640571515
18,Trantraxlax,Government Services,0.25417454860852695,-0.5560757987588373,VA,Suffolk,0.05609096767400176,0.6267982369977799,-0.2983901259586102,-1.1213227687498992
19,E-Zim,Retail,-0.7170846203760808,2.854543428514677,OH,Monroe,-0.05241341457835219,0.21365543727353456,-0.16031299752422348,-0.24451822593774591
20,Daltfase,Software,0.25417454860852695,-0.041491143415815786,NC,Durham,-0.15899389386563376,0.89236464936135,-0.6204850732854964,0.34001813593702296
21,Hotlane,Government Services,0.5779276049367296,0.06621262165597941,AL,Huntsville,-0.9309340928649216,0.6510759498063768,-1.1203191718768353,-1.8519932210933603
23,Lambam,IT Services,0.5779276049367296,1.5381640776371805,SC,Columbia,0.3296050986761389,0.025859297337456795,0.25581324593758525,0.7784204073430996
24,Quozap,Software,-2.012096845688891,-0.7236149888705187,NJ,Collingswood,-0.8274241779437033,1.2821313122234363,-1.3822014132540206,0.7784204073430996
25,Tampware,Construction,0.25417454860852695,-0.8193516689343366,TX,Houston,-0.3572384157265048,-0.6626304756475176,0.07136877196298619,-0.5367864068751304
26,Dalthow,Health,-3.3071090710017015,-0.735582073878496,GA,Dacula,-0.035190642851928126,1.6190258700943336,-0.918265100881755,-1.1213227687498992
28,Unadex,Software,0.9016806612649321,2.3758600281955875,NC,Cary,-1.8027703032777935,-0.9097877010480715,-0.9770618631525317,0.6322863168744074
29,Groovecane,Construction,0.25417454860852695,-0.7714833289024277,UT,South Jordan,-1.301358091598959,-0.35520159673999596,-0.8709646260973892,0.04774995499963852
30,Tambase,Software,-0.06957850771967565,-0.6278783088067007,AZ,Scottsdale,-0.5616777020174728,-0.9071307732983062,0.03820771419862387,0.9245544978117918
31,Georedfase,IT Services,-0.7170846203760808,-0.7475491588864732,VA,Vienna,0.7152343417283252,-1.656791882663833,1.4961185493825129,0.19388404546833074
32,Konktraxbam,Software,0.25417454860852695,-0.939022519014109,WI,Franklin,0.1882582138611679,0.17590093882148944,0.05759127077130862,0.6322863168744074
33,Stanquote,IT Services,0.25417454860852695,0.6166985320229327,IL,Des Plaines,1.4312099744038036,-1.8628102686186523,2.1958401639420355,1.655224950155253
34,Lexiholding,Health,0.25417454860852695,-0.8552529239582684,CA,Newport Beach,-1.3697102825569991,0.28702715492612135,-1.2797781938497923,-1.1213227687498992
35,Mediahex,IT Services,-1.6883437893606885,-0.6278783088067007,TX,Houston,1.225359974044913,-0.2959025094114692,1.1663991899394948,0.6322863168744074
36,Triojob,Financial Services,0.25417454860852695,-0.5800099687747917,TX,Dallas,-0.47858489787636593,-1.9343750482326563,0.6706111647105171,0.48615222640571515
37,D-Zoocare,Financial Services,-0.06957850771967565,0.1978505567437291,WA,Seattle,-0.557988898955276,-0.8826391432572736,0.02777481445492314,-0.24451822593774591
38,Zun-Trax,Retail,0.9016806612649321,-0.6996808188545642,SC,Columbia,-0.3743104362308224,0.06000228605340298,-0.3396061508762507,-0.3906523164064381
39,Biotain,Construction,0.5779276049367296,-0.2329645035434517,IA,Davenport,0.23198019409496298,0.22262907586692623,0.06773843380859404,-0.24451822593774591
40,Newjofix,Financial Services,-0.06957850771967565,0.10211387667991115,CA,West Hollywood,0.45328933556712897,-1.3703765856974106,1.1241811365718775,0.6322863168744074
41,Ozer-Dox,Health,0.9016806612649321,-0.5560757987588373,GA,Duluth,-0.40944943530536027,1.158736090955834,-0.9719986815140134,-0.8290545878125147
43,Istone,Software,0.25417454860852695,-0.3765695236391786,VA,Reston,-2.0587474652695374,-1.8215606844109933,-0.6858675596449899,0.7784204073430996
44,Ganzgreen,Construction,-0.06957850771967565,1.705703267748862,TN,Franklin,-0.5892121747069728,0.09666022205510853,-0.5357967694572473,-0.8290545878125147
45,Zamhouse,Construction,-0.3933315640478782,-0.5082074587269283,ME,Lisbon Falls,-1.0688752695442623,1.0649239191685187,-1.4606770886930123,-0.3906523164064381
46,Openjocon,Construction,0.9016806612649321,-0.07739239843974752,IL,Midlothian,0.1468612935287453,-0.017825725096118364,0.13010469493503574,-0.24451822593774591
47,Trisity,Health,0.5779276049367296,-0.6637795638306325,CA,San Diego,-1.2673606759895097,0.9623908340137424,-1.5669524236952834,-2.1442614020307444
48,Planetice,Health,0.5779276049367296,-0.4723062037029966,MD,Silver Spring,-0.04883569136402344,1.1695426973395429,-0.682513078310895,-1.559725040155976
49,Villadox,Construction,0.5779276049367296,-0.5082074587269283,CA,Carlsbad,-0.7172428073595376,-1.5208564735470085,0.24792493686329914,-0.5367864068751304
